wdid,mass,age
Gaia DR3 4357334275587972864,0.514,
Gaia DR3 4357441825866756992,0.383,
Gaia DR3 4357477044598377088,0.537,
Gaia DR3 4357504532389231360,0.224,
Gaia DR3 4357677735532786432,0.604,
Gaia DR3 4357823077226340096,0.859,
Gaia DR3 4358203130292361984,0.803,
Gaia DR3 4358252986272307328,0.552,
Gaia DR3 4358284429729615616,0.557,
Gaia DR3 4358335071686792064,0.629,
Gaia DR3 4358395029430219904,0.76,
Gaia DR3 4358438528859200128,0.494,
Gaia DR3 435863318540030592,0.156,
Gaia DR3 4358643351557549568,0.512,
Gaia DR3 4359080338706694656,0.526,
Gaia DR3 4359097617360515456,0.193,
Gaia DR3 4359257394441596416,0.505,
Gaia DR3 4359299068507355904,0.983,
Gaia DR3 4359332191295307776,0.589,
Gaia DR3 4359338066809486336,0.732,
Gaia DR3 4359353601709435520,0.641,
Gaia DR3 4359468672472377600,0.542,
Gaia DR3 4359603564510133888,0.562,
Gaia DR3 4359660464238127488,0.229,
Gaia DR3 4359664488618916608,0.66,
Gaia DR3 4359752655708430720,0.484,
Gaia DR3 4359792787885748736,0.475,
Gaia DR3 4359896588655741056,0.291,
Gaia DR3 4360053647015500928,0.572,
Gaia DR3 4360242105886817920,0.244,
Gaia DR3 4360505237060847232,0.648,
Gaia DR3 4360794885357497600,0.312,
Gaia DR3 436087820774138752,0.635,
Gaia DR3 4361103092209627648,0.764,
Gaia DR3 4361236992111783168,0.529,
Gaia DR3 4361536578966588800,0.298,
Gaia DR3 4361616907737821440,0.762,
Gaia DR3 4361663018507614720,0.338,
Gaia DR3 436175579839214208,0.544,
Gaia DR3 4361811967971829632,0.353,
Gaia DR3 4361872715992876928,0.236,
Gaia DR3 4361922125294440832,0.643,
Gaia DR3 4361986378006313472,0.437,
Gaia DR3 4362194499234534144,0.645,
Gaia DR3 4362196831401909120,0.373,
Gaia DR3 4362213397090736128,0.521,
Gaia DR3 436235842527103232,0.591,
Gaia DR3 4362372031709184256,0.451,
Gaia DR3 4362402749316034560,0.606,
Gaia DR3 4362444943073856768,0.313,
Gaia DR3 4362473564734064256,0.581,
Gaia DR3 4362603891221914880,0.259,
Gaia DR3 4362656392908674560,0.355,
Gaia DR3 4362939276630168704,0.387,
Gaia DR3 43629828277884160,0.521,
Gaia DR3 4363034384384648448,0.228,
Gaia DR3 4363069981074196992,0.494,
Gaia DR3 4363199654726674560,0.407,
Gaia DR3 4363547925034074240,0.323,
Gaia DR3 436362698680887680,0.597,
Gaia DR3 4363861358861846784,0.947,
Gaia DR3 4363870391180400896,0.609,
Gaia DR3 4363955878207655552,0.627,
Gaia DR3 4364048237185621888,0.189,
Gaia DR3 4364151904809456256,0.53,
Gaia DR3 4364182313178308096,0.433,
Gaia DR3 4364197427169602560,0.319,
Gaia DR3 4364207528931852800,0.403,
Gaia DR3 4364273637067473920,0.392,
Gaia DR3 4364501613933635712,0.368,
Gaia DR3 4364680250213894912,0.38,
Gaia DR3 4364847857015669120,0.406,
Gaia DR3 4364856446953589632,0.653,
Gaia DR3 436494335137156608,0.525,
Gaia DR3 436503406107738624,0.562,
Gaia DR3 436506631624495488,0.539,
Gaia DR3 4365103252950823680,0.274,
Gaia DR3 4365254916835502848,0.599,
Gaia DR3 4365260727929279616,0.568,
Gaia DR3 4365430357661354752,0.885,
Gaia DR3 4365474750442201472,0.329,
Gaia DR3 4365484233729439616,0.377,
Gaia DR3 4365615728449814272,0.233,
Gaia DR3 4365626105089317632,0.758,
Gaia DR3 4365629060026826752,0.769,
Gaia DR3 4365714203459895552,0.346,
Gaia DR3 4365864703410653568,0.672,
Gaia DR3 4365943829590973312,0.306,
Gaia DR3 4366045190818763008,0.442,
Gaia DR3 4366089892838992128,0.328,
Gaia DR3 436663552550713600,0.255,
Gaia DR3 4367040356218955008,0.239,
Gaia DR3 4367230292555747968,0.393,
Gaia DR3 4367621168942950912,0.218,
Gaia DR3 4367682917685827712,0.484,
Gaia DR3 4367696176248347648,0.39,
Gaia DR3 4367737236134724480,0.505,
Gaia DR3 4367793826624649728,0.233,
Gaia DR3 4367897008918444544,0.355,
Gaia DR3 4367908794308059136,0.434,
Gaia DR3 4368100281129866112,0.477,
Gaia DR3 4368229508105988992,0.374,
Gaia DR3 4368271426987911936,0.558,
Gaia DR3 4368442748939583360,0.59,
Gaia DR3 4368516033963794560,0.315,
Gaia DR3 4368730752270539520,0.398,
Gaia DR3 4368741743088478208,0.257,
Gaia DR3 436876789085003392,0.622,
Gaia DR3 4368953673953711488,0.257,
Gaia DR3 4368965738523447808,0.363,
Gaia DR3 436907128734845312,0.609,
Gaia DR3 4369153785075211008,0.704,
Gaia DR3 4369169285609953408,0.421,
Gaia DR3 4369211578149826304,0.585,
Gaia DR3 4369285902556602240,0.285,
Gaia DR3 4369362520478541824,0.46,
Gaia DR3 4369523805090177664,0.431,
Gaia DR3 4369676229188732288,0.234,
Gaia DR3 4369682237844305024,0.339,
Gaia DR3 4369702308230454016,0.67,
Gaia DR3 4369822842193318016,0.556,
Gaia DR3 4369825109936150400,0.52,
Gaia DR3 4370184817739218432,0.272,
Gaia DR3 437024432882508032,0.663,
Gaia DR3 4370303496279828352,0.7,
Gaia DR3 4370340059333559424,0.617,
Gaia DR3 4370434956635407232,0.557,
Gaia DR3 4370487737488644096,0.311,
Gaia DR3 4370511411345600000,0.656,
Gaia DR3 4370534496795979136,0.541,
Gaia DR3 4370538727340428032,0.379,
Gaia DR3 4370620121265298944,0.483,
Gaia DR3 4370648953378288896,0.237,
Gaia DR3 4370654927677093504,0.492,
Gaia DR3 4370660665757147264,0.277,
Gaia DR3 4370959943375444864,0.546,
Gaia DR3 4371020206056395648,0.6,
Gaia DR3 4371062885147063040,0.517,
Gaia DR3 4371125071982177280,0.456,
Gaia DR3 4371430461346632576,0.755,
Gaia DR3 4371510622605736448,0.569,
Gaia DR3 4371587932014117120,0.479,
Gaia DR3 4371590994328674432,0.429,
Gaia DR3 437167472472725888,0.658,
Gaia DR3 4371738668189399040,0.66,
Gaia DR3 4371773955642332288,0.525,
Gaia DR3 4371782030179914624,0.693,
Gaia DR3 4371900536912962560,0.528,
Gaia DR3 4371908817613654144,0.167,
Gaia DR3 4372003994087618432,0.533,
Gaia DR3 4372010625514120192,0.87,
Gaia DR3 4372032787545879040,0.455,
Gaia DR3 437214339154618496,0.585,
Gaia DR3 4372154524100603008,0.548,
Gaia DR3 437223616284016512,0.617,
Gaia DR3 4372246848718540160,0.365,
Gaia DR3 4372249116461336704,0.5,
Gaia DR3 4372422152102398720,0.423,
Gaia DR3 4372490493624030976,0.601,
Gaia DR3 4372507879649815040,0.111,
Gaia DR3 4372568902544030592,0.351,
Gaia DR3 4372574541839880064,0.361,
Gaia DR3 437277045679247616,0.527,
Gaia DR3 4373338217087414272,0.459,
Gaia DR3 4373386870476904960,0.34,
Gaia DR3 4373451913459971072,0.595,
Gaia DR3 4373487785027880576,0.649,
Gaia DR3 4373772146222069248,0.442,
Gaia DR3 437379334619754496,0.839,
Gaia DR3 4373807983431277952,0.249,
Gaia DR3 4374014038781742208,0.456,
Gaia DR3 4374058397202223360,0.461,
Gaia DR3 4374121790920157696,0.3,
Gaia DR3 4374152680323757184,0.61,
Gaia DR3 4374170203792142976,0.448,
Gaia DR3 4374195118897690880,,
Gaia DR3 4374376327862600320,0.527,
Gaia DR3 4374386090324256384,0.376,
Gaia DR3 4374391549227162368,0.745,
Gaia DR3 4374399696779268480,0.521,
Gaia DR3 4374538162230345344,0.423,
Gaia DR3 4374540636131523456,0.576,
Gaia DR3 4374771464852588288,0.389,
Gaia DR3 4375064622141777536,0.749,
Gaia DR3 4375065137537959040,0.819,
Gaia DR3 4375274319625502080,0.805,
Gaia DR3 437534438775378432,0.232,
Gaia DR3 4375344963246176384,0.509,
Gaia DR3 4375386229294865536,0.466,
Gaia DR3 4375408120739374336,0.662,
Gaia DR3 437550033798766336,0.544,
Gaia DR3 4375674541857107712,0.471,
Gaia DR3 4375726669877727744,0.473,
Gaia DR3 4375744601362164736,0.436,
Gaia DR3 4375763774096758016,0.466,
Gaia DR3 4375802875481187328,0.399,
Gaia DR3 437580820124235648,0.676,
Gaia DR3 4375842737070612480,0.636,
Gaia DR3 437584530976112256,0.715,
Gaia DR3 437610232060723072,0.725,
Gaia DR3 4376190212810094464,0.507,
Gaia DR3 4376207736277210368,0.489,
Gaia DR3 4376207774934471808,0.374,
Gaia DR3 437621708214902528,0.531,
Gaia DR3 4376222102945602560,0.7,
Gaia DR3 4376288898276968704,0.23,
Gaia DR3 4376368131835075328,0.378,
Gaia DR3 4376369536286632192,0.268,
Gaia DR3 4376415342109566592,0.411,
Gaia DR3 4376433415335517312,0.395,
Gaia DR3 4376560851307308800,0.606,
Gaia DR3 4376567555754043520,0.564,
Gaia DR3 4376569990999961856,0.355,
Gaia DR3 4376572739784367488,0.363,
Gaia DR3 4376611909879949696,0.306,
Gaia DR3 4376621358808145152,0.675,
Gaia DR3 4376645444985223296,0.562,
Gaia DR3 4376647579582592128,0.937,
Gaia DR3 4376771274644214912,0.512,
Gaia DR3 4376837825158803072,0.502,
Gaia DR3 4376852531126894976,0.587,
Gaia DR3 4376873421846525056,0.492,
Gaia DR3 4376883729767994880,0.72,
Gaia DR3 4376935406816933120,0.281,
Gaia DR3 437705992650944896,0.627,
Gaia DR3 4377167850445014016,0.577,
Gaia DR3 4377176096782500096,0.533,
Gaia DR3 4377426682357072896,0.451,
Gaia DR3 4377432592229753472,1.006,
Gaia DR3 4377432832747977344,0.362,
Gaia DR3 4377483856958558976,0.258,
Gaia DR3 4377583431480170880,0.554,
Gaia DR3 4377599756654162944,0.58,
Gaia DR3 437763686950231552,0.403,
Gaia DR3 4378044199870516864,0.61,
Gaia DR3 4378438237350451840,0.279,
Gaia DR3 437845287030532992,0.227,
Gaia DR3 437857866990224640,0.452,
Gaia DR3 4379035370945061120,0.403,
Gaia DR3 4379152297136473344,0.266,
Gaia DR3 4379253593940924032,0.584,
Gaia DR3 4379265752990193536,0.424,
Gaia DR3 4379277160423364096,0.574,
Gaia DR3 4379385668478217216,0.732,
Gaia DR3 4379504660549493120,0.578,
Gaia DR3 4379594403889216896,0.52,
Gaia DR3 4379812175911460736,0.253,
Gaia DR3 4379860657500581504,0.164,
Gaia DR3 4379877184534900480,0.561,
Gaia DR3 4379960472540334592,0.292,
Gaia DR3 4380027439670514176,0.346,
Gaia DR3 4380053965388433792,0.808,
Gaia DR3 4380573007894986112,0.455,
Gaia DR3 4380600044710690816,0.485,
Gaia DR3 4381186428005681536,0.471,
Gaia DR3 4381276141283748736,0.372,
Gaia DR3 4381303358492914944,0.478,
Gaia DR3 4381427942606702720,0.535,
Gaia DR3 4381481032699676544,0.519,
Gaia DR3 4381482471512411136,0.504,
Gaia DR3 4381533701883462656,,
Gaia DR3 438156586260197888,0.435,
Gaia DR3 438160194034018816,0.551,
Gaia DR3 4381670767175701248,0.555,
Gaia DR3 4381683720798424192,0.321,
Gaia DR3 4381754634999776768,0.478,
Gaia DR3 4381912380559413504,0.439,
Gaia DR3 4381979553847154816,0.788,
Gaia DR3 438200463646424832,0.697,
Gaia DR3 4382116786642681344,0.496,
Gaia DR3 4382360985599433984,0.404,
Gaia DR3 4382429219742916608,0.625,
Gaia DR3 4382481656999847808,0.489,
Gaia DR3 4382583529326947200,0.595,
Gaia DR3 4382653451396830208,0.131,
Gaia DR3 4382716192276743168,0.574,
Gaia DR3 4382780170109933312,0.439,
Gaia DR3 4382950976666981376,0.597,
Gaia DR3 4382961349011371008,0.213,
Gaia DR3 4382986019303864064,0.284,
Gaia DR3 4383017286665246080,0.905,
Gaia DR3 438306085483181312,0.503,
Gaia DR3 4383178983594182272,0.473,
Gaia DR3 4383248871303553152,0.891,
Gaia DR3 4383394281714881920,0.455,
Gaia DR3 4383406552437550336,0.602,
Gaia DR3 438343846833974400,0.531,
Gaia DR3 4383579828598258560,0.572,
Gaia DR3 43835952349534336,0.646,
Gaia DR3 4383597004170722048,0.651,
Gaia DR3 4383653044903430784,0.52,
Gaia DR3 4383743685894309504,0.795,
Gaia DR3 4384045501835601280,0.547,
Gaia DR3 4384065567923068416,0.845,
Gaia DR3 4384263445656432768,0.415,
Gaia DR3 4384267122148510208,0.566,
Gaia DR3 4384389618912715904,0.566,
Gaia DR3 4384425387397471104,0.566,
Gaia DR3 4384515508698053504,0.673,
Gaia DR3 4384641785033845376,0.573,
Gaia DR3 4384664664320580224,0.577,
Gaia DR3 4384709194541130368,0.641,
Gaia DR3 4384736995867699456,0.591,
Gaia DR3 4384954213836364288,0.423,
Gaia DR3 4384995239363201280,0.532,
Gaia DR3 4385010014050976512,0.706,
Gaia DR3 4385107939306441472,0.72,
Gaia DR3 4385179785517878784,0.526,
Gaia DR3 4385294856286083712,0.538,
Gaia DR3 4385335984889341696,0.355,
Gaia DR3 438544404627097344,0.706,
Gaia DR3 438545194901120768,0.604,
Gaia DR3 438545813376421376,0.463,
Gaia DR3 4385489538559963392,0.671,
Gaia DR3 4385491290907742336,1.123,
Gaia DR3 438558457760263296,0.689,
Gaia DR3 4385646184607997952,0.633,
Gaia DR3 4385685663946113664,0.715,
Gaia DR3 4385729610052027264,0.193,
Gaia DR3 4385745076228812928,0.41,
Gaia DR3 4385751467142256128,0.676,
Gaia DR3 4385918932210216704,0.271,
Gaia DR3 4385945870245620992,0.62,
Gaia DR3 4386130759998860800,0.598,
Gaia DR3 4386153682237796096,0.461,
Gaia DR3 4386212776692306304,0.45,
Gaia DR3 4386254974748251648,0.506,
Gaia DR3 4386306823591096576,0.508,
Gaia DR3 4386333211872764032,0.55,
Gaia DR3 4386340594919129088,0.868,
Gaia DR3 4386393921233648768,0.543,
Gaia DR3 4386559402030193920,0.441,
Gaia DR3 4386593654392486912,0.313,
Gaia DR3 4386642380798646656,0.349,
Gaia DR3 4386718930000817152,0.495,
Gaia DR3 4386778131829514240,0.382,
Gaia DR3 4386779407436054400,0.494,
Gaia DR3 4386800607393563520,0.525,
Gaia DR3 4386810086384840832,0.353,
Gaia DR3 4386918701814958336,0.608,
Gaia DR3 4386943539610092800,0.579,
Gaia DR3 4386959173289224192,0.481,
Gaia DR3 4386983740503002880,0.441,
Gaia DR3 4387016450973189248,0.511,
Gaia DR3 4387164717540206336,0.537,
Gaia DR3 4387443581175220992,0.535,
Gaia DR3 4387814524615844992,0.519,
Gaia DR3 4387867232455835392,0.649,
Gaia DR3 4387908021759209600,0.546,
Gaia DR3 4388030303773329408,0.867,
Gaia DR3 4388050610381884160,0.566,
Gaia DR3 4388092769779267968,0.778,
Gaia DR3 4388285459189742720,0.392,
Gaia DR3 4388433652741363584,0.631,
Gaia DR3 4388466363212759808,0.431,
Gaia DR3 4388749143859827328,0.799,
Gaia DR3 438895080117298944,0.522,
Gaia DR3 4388978117157031552,0.663,
Gaia DR3 4389028630270429440,0.289,
Gaia DR3 4389041274651234048,0.609,
Gaia DR3 4389129334365604992,0.688,
Gaia DR3 438921369615962112,0.556,
Gaia DR3 4389261378840869248,0.568,
Gaia DR3 4389283197274173440,0.837,
Gaia DR3 4389283747029998720,0.484,
Gaia DR3 4389458848551864576,0.53,
Gaia DR3 4389468984672700416,0.394,
Gaia DR3 4389558423076226304,0.513,
Gaia DR3 4389608068599394688,0.546,
Gaia DR3 4389612397926548992,0.42,
Gaia DR3 4389660707719649664,0.207,
Gaia DR3 4389695582852239360,0.754,
Gaia DR3 4389711392631960320,0.461,
Gaia DR3 4389797287678319232,0.256,
Gaia DR3 4389830620924122496,0.536,
Gaia DR3 4389865427339898624,0.763,
Gaia DR3 4389880992301439488,0.541,
Gaia DR3 4389967815059302528,0.61,
Gaia DR3 4389987438768888960,0.15,
Gaia DR3 4390005271474081408,0.599,
Gaia DR3 4390012998115917952,0.628,
Gaia DR3 4390143943080483328,0.443,
Gaia DR3 4390193627260843904,0.51,
Gaia DR3 4390197445488958848,0.582,
Gaia DR3 4390202011036945792,0.309,
Gaia DR3 4390229258310199552,0.59,
Gaia DR3 4390341958250815360,0.644,
Gaia DR3 4390439196312221696,0.717,
Gaia DR3 4390473040654193536,0.514,
Gaia DR3 4390499020913871232,6.742,
Gaia DR3 439057090578300416,0.58,
Gaia DR3 4390681746002706176,0.366,
Gaia DR3 4390721049245927680,0.281,
Gaia DR3 4390725481652791040,0.407,
Gaia DR3 4390809323710026752,0.418,
Gaia DR3 4390841999821243648,0.536,
Gaia DR3 4390893535131389056,0.577,
Gaia DR3 4390913773017582464,0.682,
Gaia DR3 4390996820504420480,0.572,
Gaia DR3 4391048467489023232,0.763,
Gaia DR3 439106255068463872,0.865,
Gaia DR3 439106255070458368,0.645,
Gaia DR3 4391321210794370176,0.744,
Gaia DR3 4391410443035460480,0.607,
Gaia DR3 4391424839766891648,1.052,
Gaia DR3 4391499881434862720,0.539,
Gaia DR3 4391500156312747008,0.597,
Gaia DR3 439160062419923072,0.513,
Gaia DR3 4391757613831409408,0.369,
Gaia DR3 439194319079041024,0.797,
Gaia DR3 4391988240693659904,0.484,
Gaia DR3 4392051256451595520,0.76,
Gaia DR3 4392236107547753088,0.659,
Gaia DR3 4392244903641224064,0.66,
Gaia DR3 4392250474216260224,0.823,
Gaia DR3 4392281810297090560,0.621,
Gaia DR3 439238986740282240,0.896,
Gaia DR3 4392410380142049792,0.365,
Gaia DR3 4392416049497430656,1.151,
Gaia DR3 4392521194594237312,0.535,
Gaia DR3 4392526172460006272,0.601,
Gaia DR3 4392632584570197376,0.44,
Gaia DR3 4392749132801732352,0.818,
Gaia DR3 4392792700951018752,0.544,
Gaia DR3 4392863688170869120,0.712,
Gaia DR3 4392931308134265088,0.545,
Gaia DR3 4392932682523664768,0.363,
Gaia DR3 4393026312811962368,0.676,
Gaia DR3 4393067372700595968,0.612,
Gaia DR3 4393108505600189824,0.636,
Gaia DR3 4393279681521786624,0.494,
Gaia DR3 4393401005759618432,0.405,
Gaia DR3 439365881552941696,0.67,
Gaia DR3 4393696740026786688,0.714,
Gaia DR3 4393708353617596288,0.394,
Gaia DR3 4393746905245629312,0.892,
Gaia DR3 4393808271737028224,0.794,
Gaia DR3 4393966498332812544,0.337,
Gaia DR3 4393990447070755328,0.247,
Gaia DR3 439400236989922560,0.517,
Gaia DR3 4394099126922472448,0.215,
Gaia DR3 4394398125365414656,0.547,
Gaia DR3 4394434718486064128,0.452,
Gaia DR3 4394504747932434176,0.684,
Gaia DR3 4394532952979480832,0.601,
Gaia DR3 4394681936803736960,0.662,
Gaia DR3 4394721347424880896,0.838,
Gaia DR3 4395192316358249728,0.577,
Gaia DR3 4395423557398667264,0.147,
Gaia DR3 4395435926904556160,0.37,
Gaia DR3 4395458673049590656,0.608,
Gaia DR3 4395517634361099392,0.793,
Gaia DR3 4395591340299112192,0.574,
Gaia DR3 439568019893501952,0.229,
Gaia DR3 4395727331843632256,0.298,
Gaia DR3 4395745336346616832,,
Gaia DR3 439597809786357248,1.04,
Gaia DR3 4396014476177502848,0.591,
Gaia DR3 4396037909519192960,0.456,
Gaia DR3 4396064503956040192,0.578,
Gaia DR3 4396125806029445504,0.646,
Gaia DR3 439622785017272192,0.549,
Gaia DR3 4396295298319027200,0.715,
Gaia DR3 4396333609426927232,0.981,
Gaia DR3 439639380771140224,0.148,
Gaia DR3 4396622647846295040,0.806,
Gaia DR3 4396641541402846848,0.822,
Gaia DR3 4396671296936444288,0.622,
Gaia DR3 439668620908506368,0.768,
Gaia DR3 4396734179553612160,0.514,
Gaia DR3 4396764446186287232,0.563,
Gaia DR3 439685113583166976,0.367,
Gaia DR3 4397068839108529664,0.587,
Gaia DR3 4397080487059844864,0.572,
Gaia DR3 4397081109831702400,0.489,
Gaia DR3 439717961490943104,0.546,
Gaia DR3 4397303172524707072,0.342,
Gaia DR3 4397658490879335424,0.559,
Gaia DR3 4397732016419605760,0.507,
Gaia DR3 4397748307230568576,0.361,
Gaia DR3 4398001980883875968,0.527,
Gaia DR3 4398028747119936384,0.512,
Gaia DR3 4398135404046723328,0.792,
Gaia DR3 4398143581664456320,0.514,
Gaia DR3 4398239990790819328,0.6,
Gaia DR3 4398451376196971136,0.503,
Gaia DR3 439861623857534848,0.451,
Gaia DR3 4398820773448842112,0.427,
Gaia DR3 439888183934298496,0.483,
Gaia DR3 439890619176352768,0.44,
Gaia DR3 4398931622264047744,0.447,
Gaia DR3 4398953578136967936,0.493,
Gaia DR3 4399264082793321728,0.426,
Gaia DR3 4399543908502373120,0.509,
Gaia DR3 4399686020380366848,0.312,
Gaia DR3 4400197705604006784,0.604,
Gaia DR3 4400288522687701376,0.681,
Gaia DR3 4400324462974969728,0.672,
Gaia DR3 4400342433118262272,0.281,
Gaia DR3 4400371737678931584,0.655,
Gaia DR3 440041424069264256,0.261,
Gaia DR3 4400632871690353024,0.524,
Gaia DR3 4400639949796613376,0.685,
Gaia DR3 4400717362287438336,0.563,
Gaia DR3 440072661369516800,0.501,
Gaia DR3 4400834872593223680,0.627,
Gaia DR3 4401230460555092864,0.555,
Gaia DR3 440129453719612544,0.568,
Gaia DR3 4401765819639784320,0.531,
Gaia DR3 4401811788674070400,0.519,
Gaia DR3 4402066944091110272,0.515,
Gaia DR3 4402072819606603776,0.372,
Gaia DR3 440231506441497344,0.392,
Gaia DR3 4402370207440692608,0.572,
Gaia DR3 4402391815417204224,0.301,
Gaia DR3 440249094326351744,0.53,
Gaia DR3 4402537775585742208,0.372,
Gaia DR3 4403247514641798656,0.529,
Gaia DR3 4403270634445855744,0.453,
Gaia DR3 4403274517096777728,0.537,
Gaia DR3 4403861042126030080,0.487,
Gaia DR3 440410207145457280,0.51,
Gaia DR3 440415601620291712,0.66,
Gaia DR3 440420996100262784,0.467,
Gaia DR3 4404618189024675200,0.658,
Gaia DR3 440477797045470336,0.808,
Gaia DR3 4404797546858324352,0.191,
Gaia DR3 4404863654996116736,0.469,
Gaia DR3 4404864518288685312,0.278,
Gaia DR3 4404970380642892288,0.483,
Gaia DR3 4405007145562455808,0.692,
Gaia DR3 440532429031641728,0.478,
Gaia DR3 4405412861053572096,0.45,
Gaia DR3 4405463232429732864,0.468,
Gaia DR3 4405471856730723072,0.529,
Gaia DR3 4405502574331241728,0.413,
Gaia DR3 4406089060704897664,0.789,
Gaia DR3 4406098651366271104,0.43,
Gaia DR3 44061042994622208,0.55,
Gaia DR3 4406221826733982464,0.748,
Gaia DR3 4406232100295439232,0.585,
Gaia DR3 4406244091844611712,0.679,
Gaia DR3 440627983464074496,0.828,
Gaia DR3 4406284400115895808,0.814,
Gaia DR3 4406350199015476992,0.357,
Gaia DR3 4406459119386466176,0.44,
Gaia DR3 4406533748736545920,,
Gaia DR3 4406980902073298944,0.858,
Gaia DR3 440706216288702080,0.499,
Gaia DR3 4407074291843067392,0.674,
Gaia DR3 4407173694565533824,0.543,
Gaia DR3 4407258189460467712,0.604,
Gaia DR3 4407308900136876544,0.478,
Gaia DR3 440734807889691776,0.592,
Gaia DR3 4407355182704189696,0.591,
Gaia DR3 440745592547020672,0.45,
Gaia DR3 4407502036225254272,0.549,
Gaia DR3 4407610475560702720,0.813,
Gaia DR3 4407670227144704000,0.551,
Gaia DR3 4407697749295172736,0.565,
Gaia DR3 4407984657411295488,0.509,
Gaia DR3 4407994518656345088,0.562,
Gaia DR3 4408166828443906560,0.603,
Gaia DR3 4408296334596698880,0.6,
Gaia DR3 44085163530874496,0.83,
Gaia DR3 4408666762636463488,0.642,
Gaia DR3 4408702913379412736,0.432,
Gaia DR3 4408748985491072128,0.559,
Gaia DR3 4408759160274882560,0.774,
Gaia DR3 4408781837702159360,0.469,
Gaia DR3 4408891956362381312,0.585,
Gaia DR3 4408920994641995392,0.64,
Gaia DR3 4408960920658178816,0.825,
Gaia DR3 4408968789038293760,0.592,
Gaia DR3 4408980780586996096,0.554,
Gaia DR3 440898905698609408,0.355,
Gaia DR3 440901963715348096,0.448,
Gaia DR3 4409312833096309632,0.628,
Gaia DR3 4409331078117275904,0.788,
Gaia DR3 4409386225497381760,0.582,
Gaia DR3 4409416736945426432,0.757,
Gaia DR3 4409424532306547968,0.547,
Gaia DR3 4409581010854168064,,
Gaia DR3 4409604508617046656,0.482,
Gaia DR3 4409742119370684672,0.529,
Gaia DR3 4409776655203602304,0.777,
Gaia DR3 4409800805801363200,0.722,
Gaia DR3 440983503674933120,0.498,
Gaia DR3 4410098979610942080,0.511,
Gaia DR3 4410187941274306304,0.61,
